|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
Display all params|4FGL J1744.4-1135 |17 44 27.7|-11 35 15|    5.7105e-09|          1.5675e-10|               56.6742|PLSuperExpCutoff|3FGL J1744.5-1133  |PSR J1744-1134              |           000|
Display all params|4FGL J0027.0-1134 |00 27 01.1|-11 34 26|    6.3395e-11|          2.3430e-11|                4.3849|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1053.3-1134 |10 53 19.3|-11 34 21|    9.4385e-11|          2.6094e-11|                4.9632|PowerLaw        |                   |NVSS J105259-113525         |           000|
Display all params|4FGL J1059.2-1134 |10 59 13.5|-11 34 19|    3.2731e-09|          8.7885e-11|               78.2162|LogParabola     |3FGL J1059.2-1133  |PKS B1056-113               |           000|
Display all params|4FGL J1828.0-1133 |18 28 02.5|-11 33 30|    4.3973e-09|          3.5568e-10|               13.3830|LogParabola     |3FGL J1828.4-1121  |SNR G020.0-00.2             |          8196|
Display all params|4FGL J1349.5-1131 |13 49 32.9|-11 31 08|    8.2441e-10|          5.4629e-11|               25.7324|LogParabola     |3FGL J1349.6-1133  |PKS 1346-112                |           004|
Display all params|4FGL J1904.4-1129 |19 04 27.5|-11 29 54|    3.2520e-10|          7.1502e-11|                3.9478|LogParabola     |                   |PSR J1904-11                |           002|
Display all params|4FGL J0328.6-1129 |03 28 38.6|-11 29 43|    2.1199e-10|          3.1482e-11|                9.1063|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1813.2-1128 |18 13 12.7|-11 28 51|    1.2212e-09|          1.5840e-10|                7.7214|LogParabola     |                   |                            |          8220|
Display all params|4FGL J0715.7-1128 |07 15 42.4|-11 28 48|    4.8588e-10|          9.1275e-11|                7.4485|LogParabola     |                   |                            |           000|
Display all params|4FGL J2224.0-1127 |22 24 05.8|-11 27 57|    2.3457e-10|          3.6737e-11|                8.0097|PowerLaw        |3FGL J2224.6-1122  |PKS 2221-116                |           016|
Display all params|4FGL J1539.7-1127 |15 39 42.6|-11 27 49|    4.2488e-10|          4.8174e-11|               14.5371|PowerLaw        |3FGL J1539.8-1128  |PMN J1539-1128              |           000|
Display all params|4FGL J1544.5-1126 |15 44 34.4|-11 26 30|    1.0579e-09|          6.6980e-11|               24.7433|LogParabola     |3FGL J1544.6-1125  |1RXS J154439.4-112820       |           000|
Display all params|4FGL J2131.4-1124 |21 31 24.6|-11 24 49|    1.8971e-10|          3.6297e-11|                6.3424|LogParabola     |                   |                            |           256|
Display all params|4FGL J1804.0-1124 |18 04 00.8|-11 24 10|    4.4694e-10|          9.4795e-11|                5.2077|LogParabola     |                   |                            |           009|
Display all params|4FGL J1730.8-1123 |17 30 53.4|-11 23 54|    1.8130e-10|          5.5628e-11|                5.1393|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0332.1-1123 |03 32 08.0|-11 23 42|    2.6201e-10|          3.5777e-11|                9.7866|LogParabola     |2FGL J0332.5-1118  |1RXS J033223.2-111938       |           000|
Display all params|4FGL J1213.1-1123 |12 13 09.7|-11 23 15|    1.0716e-10|          2.9541e-11|                3.8186|PowerLaw        |                   |                            |          4096|
Display all params|4FGL J1954.6-1122 |19 54 40.6|-11 22 53|    1.1118e-09|          6.4587e-11|               26.2101|LogParabola     |3FGL J1954.8-1122  |TXS 1951-115                |           000|
Display all params|4FGL J1947.6-1121 |19 47 39.9|-11 21 55|    4.5056e-10|          5.5766e-11|                9.7997|LogParabola     |3FGL J1947.4-1121  |PSR J1947-11                |           000|
Display all params|4FGL J1421.1-1120 |14 21 08.9|-11 20 21|    4.3329e-10|          4.6010e-11|               13.3335|LogParabola     |3FGL J1421.0-1122  |PMN J1420-1118              |           000|
Display all params|4FGL J0232.5-1118 |02 32 32.0|-11 19 00|    1.2913e-10|          2.4678e-11|                7.6353|PowerLaw        |                   |PMN J0232-1120              |           002|
Display all params|4FGL J1735.4-1118 |17 35 27.9|-11 18 51|    3.9106e-10|          6.6537e-11|                8.6249|PowerLaw        |3FGL J1735.4-1118  |PMN J1735-1117              |           004|
Display all params|4FGL J1822.8-1118 |18 22 50.8|-11 18 46|    9.8657e-10|          1.4735e-10|                6.8369|PowerLaw        |                   |                            |          8196|
Display all params|4FGL J1216.3-1032 |12 16 18.9|-10 32 02|    2.2365e-10|          3.7228e-11|                8.6773|LogParabola     |                   |PKS B1213-102               |           000|
Display all params|4FGL J0223.1-1117 |02 23 10.0|-11 17 47|    2.6793e-10|          3.4999e-11|               15.2634|LogParabola     |3FGL J0222.9-1117  |1RXS J022314.6-111741       |           000|
Display all params|4FGL J0043.7-1116 |00 43 42.8|-11 16 56|    2.4337e-10|          3.3872e-11|               11.9493|LogParabola     |3FGL J0043.7-1117  |1RXS J004349.3-111612       |           000|
Display all params|4FGL J0503.5-1116 |05 03 33.0|-11 16 43|    2.2941e-10|          3.4237e-11|               10.1604|PowerLaw        |                   |1RXS J050335.6-111504       |           000|
Display all params|4FGL J2225.5-1114 |22 25 35.0|-11 14 32|    2.7411e-10|          4.3950e-11|                8.1633|LogParabola     |3FGL J2224.6-1122  |PKS 2223-114                |           002|
Display all params|4FGL J1843.7-1114 |18 43 44.9|-11 14 31|    2.0542e-09|          1.1939e-10|               22.7493|PLSuperExpCutoff|3FGL J1843.6-1114  |PSR J1843-1113              |           000|
Display all params|4FGL J2103.7-1112 |21 03 44.5|-11 12 41|    1.1521e-09|          6.4801e-11|               28.2938|LogParabola     |3FGL J2103.7-1113  |1RXS J210346.8-111335       |           000|
Display all params|4FGL J1901.5-1112 |19 01 35.1|-11 12 01|    4.0046e-10|          6.2205e-11|                6.7349|PowerLaw        |                   |                            |          8208|
Display all params|4FGL J1155.2-1111 |11 55 16.7|-11 11 20|    9.4800e-11|          3.4724e-11|                6.5441|LogParabola     |3FGL J1155.3-1112  |                            |           016|
Display all params|4FGL J0152.9-1109 |01 52 56.9|-11 09 45|    8.9754e-11|          2.3286e-11|                5.8505|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1853.8-1107 |18 53 52.8|-11 07 24|    2.7221e-10|          6.1618e-11|                4.2076|PowerLaw        |                   |                            |          8218|
Display all params|4FGL J0856.6-1105 |08 56 40.7|-11 05 57|    2.4448e-09|          7.8156e-11|               62.6852|LogParabola     |3FGL J0856.7-1105  |PMN J0856-1105              |           000|
Display all params|4FGL J2119.6-1105 |21 19 41.8|-11 05 28|    3.2809e-10|          3.5161e-11|               12.6081|PowerLaw        |                   |PKS 2116-11                 |           000|
Display all params|4FGL J2306.6-1105 |23 06 36.1|-11 05 25|    1.3902e-10|          2.6536e-11|                6.6169|PowerLaw        |                   |RBS 1943                    |           000|
Display all params|4FGL J1850.8-1105 |18 50 49.2|-11 05 18|    5.9625e-10|          8.5745e-11|                7.1562|LogParabola     |                   |                            |          8193|
Display all params|4FGL J1153.3-1104 |11 53 22.2|-11 04 43|    1.6938e-09|          6.8487e-11|               38.9758|LogParabola     |                   |PKS B1150-108               |           000|
Display all params|4FGL J1621.7-1103 |16 21 42.6|-11 03 33|    3.9752e-10|          5.3233e-11|                9.2923|LogParabola     |                   |PMN J1621-1101              |           000|
Display all params|4FGL J1819.4-1102 |18 19 27.3|-11 02 11|    8.2983e-10|          1.6927e-10|                3.8840|LogParabola     |                   |                            |          8218|
Display all params|4FGL J0546.5-1100 |05 46 34.2|-11 00 46|    2.5674e-10|          5.7190e-11|                6.3883|LogParabola     |                   |                            |           001|
Display all params|4FGL J1828.4-1059 |18 28 24.6|-10 59 47|    3.5040e-09|          3.1718e-10|               11.7084|PLSuperExpCutoff|                   |PSR J1828-1101              |           004|
Display all params|4FGL J1739.1-1059 |17 39 08.1|-10 59 41|    4.3005e-10|          7.6259e-11|                5.7157|LogParabola     |                   |                            |           008|
Display all params|4FGL J1820.5-1059 |18 20 33.0|-10 59 27|    4.9672e-10|          1.4290e-10|                4.5524|PowerLaw        |                   |                            |           256|
Display all params|4FGL J0800.7-1059 |08 00 47.9|-10 59 21|    3.1610e-10|          4.2017e-11|                9.7249|LogParabola     |                   |                            |           000|
Display all params|4FGL J0636.2-1057 |06 36 17.2|-10 57 31|    1.9587e-10|          4.7648e-11|                3.8924|PowerLaw        |                   |                            |          4104|
Display all params|4FGL J0704.6-1055c|07 04 37.3|-10 55 27|    5.6127e-10|          1.0658e-10|                4.7304|LogParabola     |3FGL J0704.1-1043  |                            |           040|
Display all params|4FGL J1808.2-1055 |18 08 14.0|-10 55 20|    5.4183e-10|          1.0409e-10|                6.2948|LogParabola     |                   |                            |           000|
Display all params|4FGL J1858.0-1052 |18 58 04.7|-10 52 09|    4.7649e-10|          7.3513e-11|                6.7489|LogParabola     |                   |                            |          8192|
Display all params|4FGL J0616.7-1049 |06 16 42.3|-10 49 23|    2.8906e-10|          5.7118e-11|                7.1856|LogParabola     |                   |PMN J0616-1040              |           000|
Display all params|4FGL J0207.5-1049 |02 07 33.0|-10 49 09|    1.0740e-10|          2.4224e-11|                5.0936|PowerLaw        |                   |PMN J0207-1047              |           000|
Display all params|4FGL J1630.1-1049 |16 30 06.9|-10 49 06|    7.0583e-10|          7.1024e-11|               12.7647|LogParabola     |3FGL J1630.2-1052  |                            |           000|
Display all params|4FGL J1632.8-1048 |16 32 48.9|-10 48 48|    4.4619e-10|          5.4630e-11|               10.0280|PowerLaw        |                   |TXS 1630-107                |           000|
Display all params|4FGL J1106.2-1048 |11 06 16.8|-10 48 33|    1.9244e-10|          3.0513e-11|                7.6574|PowerLaw        |                   |PMN J1106-1048              |           000|
Display all params|4FGL J2039.0-1046 |20 39 01.9|-10 46 23|    1.9078e-09|          7.3239e-11|               48.3956|LogParabola     |3FGL J2039.0-1047  |TXS 2036-109                |           000|
Display all params|4FGL J0703.3-1042 |07 03 18.9|-10 42 33|    2.7650e-10|          8.9790e-11|                3.7019|PowerLaw        |3FGL J0704.1-1043  |NVSS J070322-104426         |          4096|
Display all params|4FGL J0604.9-1042 |06 04 55.0|-10 42 17|    2.5557e-10|          5.5048e-11|                4.6048|LogParabola     |                   |                            |           000|
Display all params|4FGL J1354.8-1041 |13 54 52.3|-10 41 36|    8.2392e-10|          5.3598e-11|               25.9726|LogParabola     |3FGL J1355.0-1044  |PKS 1352-104                |           000|
Display all params|4FGL J1908.8-1041 |19 08 53.3|-10 41 25|    1.4800e-10|          5.3558e-11|                3.9289|LogParabola     |                   |                            |           010|
Display all params|4FGL J0310.8-1041 |03 10 50.5|-10 41 12|    1.4072e-10|          3.0549e-11|                5.7252|PowerLaw        |                   |PMN J0310-1037              |           002|
Display all params|4FGL J0433.5-1039 |04 33 35.7|-10 39 39|    1.2616e-10|          2.6428e-11|                5.3159|PowerLaw        |                   |1RXS J043333.5-104220       |           000|
